"QuestionnaireAllocation","Acronym","DSRound"
97744,"BMF",101
516850,"BMF",103
516938,"BMF",103
516939,"BMF",103
516940,"BMF",103
517083,"BMF",103
517085,"BMF",103
517097,"BMF",103
517098,"BMF",103
517100,"BMF",103
517121,"BMF",103
517122,"BMF",103
517123,"BMF",103
517124,"BMF",103
517126,"BMF",103
74256,"BMF",101
83379,"BMF",101
83380,"BMF",101
88120,"BMF",101
88385,"BMF",101
516513,"BMF",103
516514,"BMF",103
516515,"BMF",103
516517,"BMF",103
516641,"BMF",103
516642,"BMF",103
516643,"BMF",103
516646,"BMF",103
516647,"BMF",103
516649,"BMF",103
516776,"BMF",103
516781,"BMF",103
516782,"BMF",103
93595,"BMF",101
93596,"BMF",101
93597,"BMF",101
93598,"BMF",101
93599,"BMF",101
93600,"BMF",101
93805,"BMF",101
93806,"BMF",101
95619,"BMF",101
95620,"BMF",101
95628,"BMF",101
95629,"BMF",101
559737,"WGH",103
559738,"WGH",103
559740,"WGH",103
559768,"WGH",103
559775,"WGH",103
559781,"WGH",103
559782,"WGH",103
559788,"WGH",103
559790,"WGH",103
103019,"MGH",101
103020,"MGH",101
103104,"MGH",101
103984,"MGH",101
103989,"MGH",101
103990,"MGH",101
107176,"MGH",101
107289,"MGH",101
517104,"BMF",103
517106,"BMF",103
517111,"BMF",103
517112,"BMF",103
517413,"BMF",103
242052,"BMF",102
242053,"BMF",102
242057,"BMF",102
517469,"BMF",103
517470,"BMF",103
517810,"BMF",103
517811,"BMF",103
517849,"BMF",103
517850,"BMF",103
517851,"BMF",103
560199,"WGH",103
560201,"WGH",103
560202,"WGH",103
560213,"WGH",103
560234,"WGH",103
560237,"WGH",103
560243,"WGH",103
560250,"WGH",103
560347,"WGH",103
560428,"WGH",103
560540,"WGH",103
560541,"WGH",103
517917,"BMF",103
517919,"BMF",103
517920,"BMF",103
241743,"BMF",102
241854,"BMF",102
242015,"BMF",102
242017,"BMF",102
242205,"BMF",102
516269,"BMF",103
110039,"MGH",101
110040,"MGH",101
110041,"MGH",101
75359,"BMF",101
75360,"BMF",101
75361,"BMF",101
76105,"BMF",101
76106,"BMF",101
76107,"BMF",101
76108,"BMF",101
76109,"BMF",101
78051,"BMF",101
78839,"BMF",101
78840,"BMF",101
516770,"BMF",103
516772,"BMF",103
516775,"BMF",103
516784,"BMF",103
516785,"BMF",103
516787,"BMF",103
516788,"BMF",103
516791,"BMF",103
516794,"BMF",103
516795,"BMF",103
516796,"BMF",103
517167,"BMF",103
517168,"BMF",103
59447,"HHU2",11
59448,"HHU2",11
59449,"HHU2",11
559954,"WGH",103
559956,"WGH",103
472126,"HHU2",12
472127,"HHU2",12
472128,"HHU2",12
560060,"WGH",103
560061,"WGH",103
560062,"WGH",103
560188,"WGH",103
560189,"WGH",103
560190,"WGH",103
645531,"HHU2",12
645532,"HHU2",12
645533,"HHU2",12
645534,"HHU2",12
645535,"HHU2",12
645536,"HHU2",12
645627,"HHU2",12
645631,"HHU2",12
645645,"HHU2",12
645646,"HHU2",12
645654,"HHU2",12
645658,"HHU2",12
645659,"HHU2",12
645675,"HHU2",12
516712,"BMF",103
516715,"BMF",103
516723,"BMF",103
516753,"BMF",103
516756,"BMF",103
516757,"BMF",103
516759,"BMF",103
516763,"BMF",103
517096,"BMF",103
517099,"BMF",103
517101,"BMF",103
517102,"BMF",103
517103,"BMF",103
78014,"BMF",101
559626,"WGH",103
559630,"WGH",103
117458,"WGH",101
117478,"WGH",101
117609,"WGH",101
118166,"WGH",101
118596,"WGH",101
118605,"WGH",101
242045,"BMF",102
242046,"BMF",102
645527,"HHU2",12
645528,"HHU2",12
645529,"HHU2",12
645530,"HHU2",12
645638,"HHU2",12
645644,"HHU2",12
645697,"HHU2",12
645698,"HHU2",12
645699,"HHU2",12
645700,"HHU2",12
645701,"HHU2",12
645702,"HHU2",12
645703,"HHU2",12
645704,"HHU2",12
645705,"HHU2",12
517335,"BMF",103
517336,"BMF",103
517338,"BMF",103
517441,"BMF",103
517443,"BMF",103
517446,"BMF",103
517534,"BMF",103
367413,"HHU2",11
367415,"HHU2",11
367447,"HHU2",11
367459,"HHU2",11
367460,"HHU2",11
367461,"HHU2",11
367481,"HHU2",11
367482,"HHU2",11
367483,"HHU2",11
367484,"HHU2",11
367494,"HHU2",11
367495,"HHU2",11
367496,"HHU2",11
367505,"HHU2",11
367510,"HHU2",11
72697,"BMF",101
72698,"BMF",101
73585,"BMF",101
73586,"BMF",101
73748,"BMF",101
73749,"BMF",101
74856,"BMF",101
75492,"BMF",101
77551,"BMF",101
77552,"BMF",101
77553,"BMF",101
559741,"WGH",103
559858,"WGH",103
559918,"WGH",103
84425,"BMF",101
84426,"BMF",101
84427,"BMF",101
84428,"BMF",101
84429,"BMF",101
84431,"BMF",101
84432,"BMF",101
84433,"BMF",101
84434,"BMF",101
84436,"BMF",101
84437,"BMF",101
84438,"BMF",101
87140,"BMF",101
87141,"BMF",101
87434,"BMF",101
87435,"BMF",101
87436,"BMF",101
87437,"BMF",101
88096,"BMF",101
88097,"BMF",101
88098,"BMF",101
88099,"BMF",101
367307,"BSU",11
367322,"BSU",11
367336,"HHU",11
241505,"BMF",102
241506,"BMF",102
241509,"BMF",102
241526,"BMF",102
241527,"BMF",102
241541,"BMF",102
241550,"BMF",102
241684,"BMF",102
241685,"BMF",102
241686,"BMF",102
241687,"BMF",102
241826,"BMF",102
82614,"BMF",101
82615,"BMF",101
82616,"BMF",101
82617,"BMF",101
82618,"BMF",101
83710,"BMF",101
83711,"BMF",101
83713,"BMF",101
83714,"BMF",101
470438,"EVN",12
470439,"EVN",12
470440,"EVN",12
470442,"EVN",12
470443,"EVN",12
470448,"EVN",12
470449,"EVN",12
470454,"EVN",12
470458,"EVN",12
470462,"EVN",12
470463,"EVN",12
470467,"EVN",12
470469,"EVN",12
470476,"EVN",12
470479,"EVN",12
470482,"EVN",12
241749,"BMF",102
241750,"BMF",102
241751,"BMF",102
241887,"BMF",102
241889,"BMF",102
241982,"BMF",102
241984,"BMF",102
241987,"BMF",102
241988,"BMF",102
242059,"BMF",102
242060,"BMF",102
242061,"BMF",102
242079,"BMF",102
366967,"HHU2",11
366968,"HHU2",11
366969,"HHU2",11
310387,"HHR2",11
310606,"HHR2",11
107803,"MGH",101
108925,"MGH",101
108926,"MGH",101
108993,"MGH",101
108994,"MGH",101
108995,"MGH",101
108996,"MGH",101
109505,"MGH",101
470486,"EVN",12
470505,"EVN",12
470510,"EVN",12
470528,"EVN",12
470539,"EVN",12
470541,"EVN",12
470660,"EVN",12
470666,"EVN",12
470667,"EVN",12
470669,"EVN",12
470673,"EVN",12
470675,"EVN",12
470676,"EVN",12
470679,"EVN",12
470684,"EVN",12
241719,"BMF",102
241721,"BMF",102
241738,"BMF",102
367428,"HHU2",11
367429,"HHU2",11
367430,"HHU2",11
367431,"HHU2",11
367432,"HHU2",11
367462,"HHU2",11
367468,"HHU2",11
367469,"HHU2",11
367470,"HHU2",11
367471,"HHU2",11
367472,"HHU2",11
367492,"HHU2",11
367493,"HHU2",11
367501,"HHU2",11
367509,"HHU2",11
367544,"HHU2",11
367545,"HHU2",11
367546,"HHU2",11
367547,"HHU2",11
367548,"HHU2",11
93404,"BMF",101
106879,"MGH",101
106880,"MGH",101
107165,"MGH",101
107166,"MGH",101
107167,"MGH",101
109858,"MGH",101
109859,"MGH",101
109860,"MGH",101
109861,"MGH",101
109862,"MGH",101
110059,"MGH",101
69803,"BMF",101
69804,"BMF",101
111552,"MGH",101
517116,"BMF",103
517118,"BMF",103
76582,"BMF",101
78293,"BMF",101
78295,"BMF",101
78578,"BMF",101
78579,"BMF",101
78580,"BMF",101
80535,"BMF",101
80536,"BMF",101
97517,"BMF",101
97518,"BMF",101
112786,"WGH",101
114454,"WGH",101
115852,"WGH",101
115853,"WGH",101
559967,"WGH",103
559968,"WGH",103
559979,"WGH",103
559980,"WGH",103
560024,"WGH",103
560026,"WGH",103
560035,"WGH",103
241456,"BMF",102
241553,"BMF",102
241629,"BMF",102
241850,"BMF",102
241852,"BMF",102
241853,"BMF",102
241871,"BMF",102
241884,"BMF",102
517535,"BMF",103
517536,"BMF",103
517539,"BMF",103
517540,"BMF",103
517717,"BMF",103
517722,"BMF",103
560172,"WGH",103
560175,"WGH",103
560220,"WGH",103
560221,"WGH",103
560287,"WGH",103
560288,"WGH",103
560289,"WGH",103
560343,"WGH",103
560346,"WGH",103
560348,"WGH",103
560350,"WGH",103
560351,"WGH",103
560452,"WGH",103
560583,"WGH",103
560584,"WGH",103
560585,"WGH",103
560622,"WGH",103
560623,"WGH",103
518244,"BMF",103
241475,"BMF",102
241581,"BMF",102
241720,"BMF",102
241725,"BMF",102
241726,"BMF",102
241754,"BMF",102
241755,"BMF",102
241756,"BMF",102
241757,"BMF",102
516268,"BMF",103
516316,"BMF",103
516317,"BMF",103
516544,"BMF",103
516545,"BMF",103
516546,"BMF",103
516554,"BMF",103
516557,"BMF",103
516561,"BMF",103
516675,"BMF",103
516678,"BMF",103
516726,"BMF",103
516727,"BMF",103
516728,"BMF",103
87209,"BMF",101
87210,"BMF",101
87968,"BMF",101
88000,"BMF",101
100300,"MGH",101
103174,"MGH",101
103175,"MGH",101
104899,"MGH",101
106769,"MGH",101
106770,"MGH",101
93950,"BMF",101
93951,"BMF",101
93952,"BMF",101
94737,"BMF",101
94738,"BMF",101
94740,"BMF",101
72500,"BMF",101
516729,"BMF",103
241740,"BMF",102
241783,"BMF",102
516252,"BMF",103
516253,"BMF",103
516255,"BMF",103
516256,"BMF",103
516257,"BMF",103
516258,"BMF",103
516259,"BMF",103
516260,"BMF",103
516270,"BMF",103
516271,"BMF",103
516272,"BMF",103
516273,"BMF",103
516274,"BMF",103
516275,"BMF",103
516276,"BMF",103
516453,"BMF",103
516454,"BMF",103
516470,"BMF",103
516472,"BMF",103
366976,"HHU2",11
366977,"HHU2",11
366978,"HHU2",11
366979,"HHU2",11
310423,"HHR2",11
310484,"HHR2",11
470445,"EVN",12
470460,"EVN",12
470466,"EVN",12
470468,"EVN",12
470488,"EVN",12
470509,"EVN",12
470511,"EVN",12
470531,"EVN",12
470544,"EVN",12
470671,"EVN",12
470678,"EVN",12
470702,"EVN",12
470725,"EVN",12
470734,"EVN",12
470738,"EVN",12
470745,"EVN",12
310650,"HHR2",11
311583,"CHL",11
311584,"CHL",11
311981,"HHR2",11
559631,"WGH",103
559632,"WGH",103
559633,"WGH",103
559634,"WGH",103
559637,"WGH",103
95816,"BMF",101
95817,"BMF",101
95818,"BMF",101
70741,"BMF",101
74320,"BMF",101
74321,"BMF",101
74322,"BMF",101
74323,"BMF",101
74324,"BMF",101
74578,"BMF",101
74579,"BMF",101
517009,"BMF",103
517010,"BMF",103
517019,"BMF",103
517030,"BMF",103
517084,"BMF",103
517391,"BMF",103
517393,"BMF",103
517394,"BMF",103
517396,"BMF",103
517397,"BMF",103
517399,"BMF",103
517400,"BMF",103
517481,"BMF",103
517482,"BMF",103
517483,"BMF",103
517484,"BMF",103
517783,"BMF",103
517872,"BMF",103
517873,"BMF",103
517874,"BMF",103
517875,"BMF",103
517876,"BMF",103
517877,"BMF",103
517892,"BMF",103
560074,"WGH",103
560084,"WGH",103
560085,"WGH",103
560124,"WGH",103
560326,"WGH",103
125751,"WGH",101
125752,"WGH",101
125753,"WGH",101
125754,"WGH",101
125755,"WGH",101
517895,"BMF",103
516851,"BMF",103
516852,"BMF",103
76958,"BMF",101
77426,"BMF",101
77427,"BMF",101
78856,"BMF",101
78857,"BMF",101
78858,"BMF",101
78862,"BMF",101
78864,"BMF",101
78865,"BMF",101
78866,"BMF",101
59446,"HHU2",11
59454,"HHU2",11
59456,"HHU2",11
59459,"HHU2",11
59462,"HHU2",11
59463,"HHU2",11
59464,"HHU2",11
59466,"HHU2",11
59467,"HHU2",11
59472,"HHU2",11
59476,"HHU2",11
59477,"HHU2",11
59478,"HHU2",11
59487,"HHU2",11
59488,"HHU2",11
59493,"HHU2",11
59497,"HHU2",11
59498,"HHU2",11
59513,"HHU2",11
59514,"HHU2",11
59515,"HHU2",11
59516,"HHU2",11
59517,"HHU2",11
59518,"HHU2",11
59519,"HHU2",11
516730,"BMF",103
516733,"BMF",103
516735,"BMF",103
516736,"BMF",103
516748,"BMF",103
516766,"BMF",103
516833,"BMF",103
516834,"BMF",103
516835,"BMF",103
516836,"BMF",103
516840,"BMF",103
516843,"BMF",103
516844,"BMF",103
516845,"BMF",103
517265,"BMF",103
517266,"BMF",103
517267,"BMF",103
517268,"BMF",103
559616,"WGH",103
560043,"WGH",103
560053,"WGH",103
560056,"WGH",103
97499,"BMF",101
517269,"BMF",103
517270,"BMF",103
517271,"BMF",103
517292,"BMF",103
517326,"BMF",103
517327,"BMF",103
517328,"BMF",103
74258,"BMF",101
74259,"BMF",101
75204,"BMF",101
77497,"BMF",101
77498,"BMF",101
77499,"BMF",101
77500,"BMF",101
77679,"BMF",101
77680,"BMF",101
559685,"WGH",103
559757,"WGH",103
559759,"WGH",103
517517,"BMF",103
517518,"BMF",103
79908,"BMF",101
79910,"BMF",101
115675,"WGH",101
645564,"HHU2",12
645565,"HHU2",12
645566,"HHU2",12
645567,"HHU2",12
645568,"HHU2",12
645569,"HHU2",12
645570,"HHU2",12
645571,"HHU2",12
645572,"HHU2",12
645573,"HHU2",12
645574,"HHU2",12
645575,"HHU2",12
645576,"HHU2",12
645577,"HHU2",12
645578,"HHU2",12
645579,"HHU2",12
645580,"HHU2",12
645581,"HHU2",12
645582,"HHU2",12
99476,"MGH",101
516328,"BMF",103
516329,"BMF",103
516330,"BMF",103
82200,"BMF",101
82201,"BMF",101
82225,"BMF",101
82226,"BMF",101
82227,"BMF",101
82228,"BMF",101
470441,"EVN",12
470444,"EVN",12
470461,"EVN",12
470473,"EVN",12
470484,"EVN",12
470491,"EVN",12
470500,"EVN",12
470501,"EVN",12
470512,"EVN",12
470513,"EVN",12
470522,"EVN",12
310394,"HHR2",11
310398,"HHR2",11
310399,"HHR2",11
310409,"HHR2",11
310418,"HHR2",11
310427,"HHR2",11
310446,"HHR2",11
310481,"HHR2",11
310482,"HHR2",11
310493,"HHR2",11
310509,"HHR2",11
310547,"HHR2",11
310550,"HHR2",11
310569,"HHR2",11
310635,"HHR2",11
310639,"HHR2",11
99139,"MGH",101
108798,"MGH",101
108811,"MGH",101
108812,"MGH",101
108813,"MGH",101
470536,"EVN",12
470662,"EVN",12
470668,"EVN",12
470672,"EVN",12
470693,"EVN",12
470705,"EVN",12
470716,"EVN",12
470723,"EVN",12
77747,"BMF",101
470761,"EVN",12
470763,"EVN",12
470767,"EVN",12
470771,"EVN",12
470782,"EVN",12
470787,"EVN",12
470798,"EVN",12
470803,"EVN",12
470821,"EVN",12
470823,"EVN",12
470828,"EVN",12
470833,"EVN",12
470846,"EVN",12
470852,"EVN",12
470861,"EVN",12
470867,"EVN",12
470868,"EVN",12
470885,"EVN",12
470889,"EVN",12
470892,"EVN",12
470895,"EVN",12
470905,"EVN",12
470923,"EVN",12
470940,"EVN",12
470942,"EVN",12
85337,"BMF",101
85338,"BMF",101
85339,"BMF",101
85340,"BMF",101
85341,"BMF",101
86141,"BMF",101
470437,"EVN",12
470457,"EVN",12
470487,"EVN",12
470492,"EVN",12
470493,"EVN",12
516239,"BMF",103
516331,"BMF",103
311609,"CHL",11
559603,"WGH",103
559611,"WGH",103
59547,"HHU2",11
59548,"HHU2",11
59597,"HHU2",11
59598,"HHU2",11
470534,"EVN",12
470663,"EVN",12
470683,"EVN",12
470685,"EVN",12
470688,"EVN",12
470691,"EVN",12
470699,"EVN",12
470728,"EVN",12
470746,"EVN",12
72409,"BMF",101
74113,"BMF",101
470753,"EVN",12
470754,"EVN",12
470774,"EVN",12
470790,"EVN",12
470802,"EVN",12
470820,"EVN",12
470836,"EVN",12
517089,"BMF",103
517090,"BMF",103
517091,"BMF",103
517282,"BMF",103
517283,"BMF",103
517287,"BMF",103
80269,"BMF",101
80270,"BMF",101
80271,"BMF",101
470855,"EVN",12
470858,"EVN",12
470870,"EVN",12
470871,"EVN",12
470888,"EVN",12
470894,"EVN",12
470904,"EVN",12
470921,"EVN",12
470962,"EVN",12
470971,"EVN",12
470999,"EVN",12
471003,"EVN",12
471013,"EVN",12
471019,"EVN",12
471022,"EVN",12
471331,"EVN",12
471348,"EVN",12
471361,"EVN",12
471384,"EVN",12
471391,"EVN",12
471392,"EVN",12
471403,"EVN",12
471423,"EVN",12
471424,"EVN",12
471425,"EVN",12
471430,"EVN",12
471432,"EVN",12
81334,"BMF",101
81335,"BMF",101
81844,"BMF",101
81845,"BMF",101
470451,"EVN",12
470452,"EVN",12
470453,"EVN",12
470472,"EVN",12
470480,"EVN",12
470481,"EVN",12
470504,"EVN",12
470508,"EVN",12
470514,"EVN",12
470515,"EVN",12
470516,"EVN",12
470519,"EVN",12
516323,"BMF",103
516324,"BMF",103
516325,"BMF",103
516326,"BMF",103
516327,"BMF",103
470530,"EVN",12
470533,"EVN",12
470540,"EVN",12
470670,"EVN",12
470681,"EVN",12
470697,"EVN",12
470706,"EVN",12
470715,"EVN",12
470729,"EVN",12
470735,"EVN",12
470739,"EVN",12
470742,"EVN",12
470743,"EVN",12
95880,"BMF",101
95881,"BMF",101
310535,"HHR2",11
310621,"HHR2",11
310668,"HHR2",11
311575,"CHL",11
311580,"CHL",11
311597,"CHL",11
311620,"CHL",11
311650,"CHL",11
59562,"HHU2",11
59563,"HHU2",11
59564,"HHU2",11
59565,"HHU2",11
59566,"HHU2",11
59567,"HHU2",11
59568,"HHU2",11
59569,"HHU2",11
59570,"HHU2",11
59571,"HHU2",11
59572,"HHU2",11
59573,"HHU2",11
59574,"HHU2",11
59520,"HHU2",11
559722,"WGH",103
517370,"BMF",103
517371,"BMF",103
517569,"BMF",103
517571,"BMF",103
517572,"BMF",103
517573,"BMF",103
517574,"BMF",103
517575,"BMF",103
517576,"BMF",103
517670,"BMF",103
517674,"BMF",103
517677,"BMF",103
121097,"WGH",101
471984,"HHU2",12
471985,"HHU2",12
471986,"HHU2",12
471987,"HHU2",12
471988,"HHU2",12
471989,"HHU2",12
471990,"HHU2",12
471991,"HHU2",12
471992,"HHU2",12
471995,"HHU2",12
471996,"HHU2",12
471997,"HHU2",12
471998,"HHU2",12
471999,"HHU2",12
472000,"HHU2",12
472001,"HHU2",12
472124,"HHU2",12
472125,"HHU2",12
472135,"HHU2",12
472138,"HHU2",12
87467,"BMF",101
516355,"BMF",103
516358,"BMF",103
516360,"BMF",103
516361,"BMF",103
516363,"BMF",103
516448,"BMF",103
516449,"BMF",103
516856,"BMF",103
516867,"BMF",103
516869,"BMF",103
59323,"HHU2",11
59324,"HHU2",11
59325,"HHU2",11
59326,"HHU2",11
59327,"HHU2",11
59360,"HHU2",11
59361,"HHU2",11
59362,"HHU2",11
59363,"HHU2",11
59364,"HHU2",11
59365,"HHU2",11
59366,"HHU2",11
59453,"HHU2",11
59457,"HHU2",11
59491,"HHU2",11
517007,"BMF",103
517011,"BMF",103
517013,"BMF",103
517018,"BMF",103
517020,"BMF",103
645583,"HHU2",12
645584,"HHU2",12
645585,"HHU2",12
645586,"HHU2",12
645587,"HHU2",12
645588,"HHU2",12
645589,"HHU2",12
117462,"WGH",101
118530,"WGH",101
118778,"WGH",101
119819,"WGH",101
121893,"WGH",101
121960,"WGH",101
121962,"WGH",101
122593,"WGH",101
122594,"WGH",101
122731,"WGH",101
645621,"HHU2",12
645622,"HHU2",12
645623,"HHU2",12
645624,"HHU2",12
645625,"HHU2",12
645626,"HHU2",12
645630,"HHU2",12
645634,"HHU2",12
645635,"HHU2",12
645636,"HHU2",12
645637,"HHU2",12
645639,"HHU2",12
645640,"HHU2",12
645643,"HHU2",12
645653,"HHU2",12
645660,"HHU2",12
645661,"HHU2",12
645662,"HHU2",12
517439,"BMF",103
517440,"BMF",103
72198,"BMF",101
75532,"BMF",101
75534,"BMF",101
114213,"WGH",101
115536,"WGH",101
115694,"WGH",101
115695,"WGH",101
115696,"WGH",101
115697,"WGH",101
116642,"WGH",101
117688,"WGH",101
117689,"WGH",101
117690,"WGH",101
118548,"WGH",101
118700,"WGH",101
118701,"WGH",101
118704,"WGH",101
645590,"HHU2",12
645591,"HHU2",12
645592,"HHU2",12
645593,"HHU2",12
645594,"HHU2",12
645595,"HHU2",12
645596,"HHU2",12
645597,"HHU2",12
645598,"HHU2",12
645599,"HHU2",12
645600,"HHU2",12
645601,"HHU2",12
116500,"WGH",101
116746,"WGH",101
116747,"WGH",101
367656,"HHU2",11
367657,"HHU2",11
367658,"HHU2",11
367659,"HHU2",11
367660,"HHU2",11
367661,"HHU2",11
367662,"HHU2",11
367663,"HHU2",11
367664,"HHU2",11
367665,"HHU2",11
367666,"HHU2",11
367667,"HHU2",11
367668,"HHU2",11
367669,"HHU2",11
367670,"HHU2",11
560157,"WGH",103
560158,"WGH",103
116923,"WGH",101
119413,"WGH",101
119621,"WGH",101
119623,"WGH",101
119624,"WGH",101
125884,"WGH",101
241482,"BMF",102
241571,"BMF",102
241573,"BMF",102
241606,"BMF",102
241611,"BMF",102
241667,"BMF",102
241874,"BMF",102
367185,"BSU",11
367186,"BSU",11
367202,"HHU",11
367204,"HHU",11
516567,"BMF",103
516571,"BMF",103
367222,"HHU2",11
367223,"HHU2",11
367224,"HHU2",11
367225,"HHU2",11
367226,"HHU2",11
367227,"HHU2",11
367228,"HHU2",11
367250,"HHU2",11
367290,"HHU2",11
367291,"HHU2",11
367292,"HHU2",11
86401,"BMF",101
86403,"BMF",101
86405,"BMF",101
367618,"HHU2",11
367619,"HHU2",11
367620,"HHU2",11
367621,"HHU2",11
367622,"HHU2",11
367623,"HHU2",11
367624,"HHU2",11
367625,"HHU2",11
367629,"HHU2",11
367630,"HHU2",11
367646,"HHU2",11
367648,"HHU2",11
559579,"WGH",103
559581,"WGH",103
73940,"BMF",101
73944,"BMF",101
516864,"BMF",103
516865,"BMF",103
516868,"BMF",103
516931,"BMF",103
516932,"BMF",103
73945,"BMF",101
74070,"BMF",101
81983,"BMF",101
81984,"BMF",101
82256,"BMF",101
82257,"BMF",101
83298,"BMF",101
88030,"BMF",101
88143,"BMF",101
88144,"BMF",101
88236,"BMF",101
88237,"BMF",101
90090,"BMF",101
90091,"BMF",101
90092,"BMF",101
90093,"BMF",101
367134,"HHU2",11
367136,"HHU2",11
367161,"HHU2",11
367162,"HHU2",11
367163,"HHU2",11
367164,"HHU2",11
367165,"HHU2",11
367166,"HHU2",11
367167,"HHU2",11
367168,"HHU2",11
367169,"HHU2",11
367170,"HHU2",11
367171,"HHU2",11
367172,"HHU2",11
367173,"HHU2",11
367174,"HHU2",11
367175,"HHU2",11
367176,"HHU2",11
366982,"BSU",11
366998,"HHU",11
559594,"WGH",103
559724,"WGH",103
96001,"BMF",101
96002,"BMF",101
69925,"BMF",101
69926,"BMF",101
70729,"BMF",101
70730,"BMF",101
70731,"BMF",101
70733,"BMF",101
70734,"BMF",101
77143,"BMF",101
77144,"BMF",101
77145,"BMF",101
77146,"BMF",101
77455,"BMF",101
79323,"BMF",101
79490,"BMF",101
79491,"BMF",101
517232,"BMF",103
517234,"BMF",103
517237,"BMF",103
517240,"BMF",103
517244,"BMF",103
79493,"BMF",101
79494,"BMF",101
79495,"BMF",101
98636,"BMF",101
98654,"BMF",101
98655,"BMF",101
98656,"BMF",101
98658,"BMF",101
98659,"BMF",101
113426,"WGH",101
113427,"WGH",101
113428,"WGH",101
113429,"WGH",101
83495,"BMF",101
83534,"BMF",101
83535,"BMF",101
83692,"BMF",101
83693,"BMF",101
84307,"BMF",101
87837,"BMF",101
87838,"BMF",101
87840,"BMF",101
87842,"BMF",101
87843,"BMF",101
88240,"BMF",101
88241,"BMF",101
88256,"BMF",101
88486,"BMF",101
88487,"BMF",101
88954,"BMF",101
89144,"BMF",101
89166,"BMF",101
89167,"BMF",101
366980,"BSU",11
366984,"BSU",11
366994,"BSU",11
366996,"HHU",11
367000,"HHU",11
367012,"HHU",11
516888,"BMF",103
516889,"BMF",103
516890,"BMF",103
516892,"BMF",103
516941,"BMF",103
516942,"BMF",103
90099,"BMF",101
90100,"BMF",101
90101,"BMF",101
91536,"BMF",101
73929,"BMF",101
73930,"BMF",101
367067,"HHU2",11
367128,"HHU2",11
367129,"HHU2",11
367130,"HHU2",11
367152,"HHU2",11
367153,"HHU2",11
367154,"HHU2",11
367155,"HHU2",11
367156,"HHU2",11
367157,"HHU2",11
367158,"HHU2",11
367159,"HHU2",11
367160,"HHU2",11
101403,"MGH",101
105456,"MGH",101
107055,"MGH",101
107057,"MGH",101
107058,"MGH",101
107232,"MGH",101
107239,"MGH",101
107554,"MGH",101
107641,"MGH",101
108001,"MGH",101
108002,"MGH",101
109497,"MGH",101
516944,"BMF",103
517210,"BMF",103
517211,"BMF",103
517212,"BMF",103
517223,"BMF",103
517224,"BMF",103
517231,"BMF",103
517272,"BMF",103
83390,"BMF",101
83392,"BMF",101
83393,"BMF",101
87722,"BMF",101
87723,"BMF",101
87724,"BMF",101
87725,"BMF",101
241479,"BMF",102
241555,"BMF",102
241556,"BMF",102
241558,"BMF",102
241665,"BMF",102
241671,"BMF",102
241767,"BMF",102
242062,"BMF",102
242063,"BMF",102
242125,"BMF",102
367025,"HHU2",11
367026,"HHU2",11
367027,"HHU2",11
367028,"HHU2",11
367029,"HHU2",11
367051,"HHU2",11
367052,"HHU2",11
367053,"HHU2",11
367069,"HHU2",11
367070,"HHU2",11
367071,"HHU2",11
367072,"HHU2",11
367073,"HHU2",11
367074,"HHU2",11
367075,"HHU2",11
367076,"HHU2",11
367077,"HHU2",11
367078,"HHU2",11
367120,"HHU2",11
367137,"HHU2",11
101414,"MGH",101
101711,"MGH",101
102509,"MGH",101
102510,"MGH",101
107010,"MGH",101
109359,"MGH",101
109361,"MGH",101
110609,"MGH",101
516369,"BMF",103
516374,"BMF",103
366988,"BSU",11
517021,"BMF",103
517026,"BMF",103
517161,"BMF",103
517162,"BMF",103
517163,"BMF",103
517164,"BMF",103
517165,"BMF",103
76060,"BMF",101
76062,"BMF",101
76525,"BMF",101
76526,"BMF",101
78356,"BMF",101
78357,"BMF",101
118918,"WGH",101
121668,"WGH",101
472002,"HHU2",12
472003,"HHU2",12
472004,"HHU2",12
472005,"HHU2",12
472006,"HHU2",12
472039,"HHU2",12
472040,"HHU2",12
241622,"BMF",102
241892,"BMF",102
241929,"BMF",102
242222,"BMF",102
242223,"BMF",102
242228,"BMF",102
242329,"BMF",102
242332,"BMF",102
242333,"BMF",102
560089,"WGH",103
517585,"BMF",103
517586,"BMF",103
517588,"BMF",103
517595,"BMF",103
517596,"BMF",103
517597,"BMF",103
517598,"BMF",103
517599,"BMF",103
241741,"BMF",102
241742,"BMF",102
241895,"BMF",102
241896,"BMF",102
241897,"BMF",102
516397,"BMF",103
516398,"BMF",103
516415,"BMF",103
516419,"BMF",103
516424,"BMF",103
84309,"BMF",101
84310,"BMF",101
86393,"BMF",101
86395,"BMF",101
86792,"BMF",101
86793,"BMF",101
59347,"HHU2",11
59348,"HHU2",11
59349,"HHU2",11
59350,"HHU2",11
59351,"HHU2",11
59352,"HHU2",11
59353,"HHU2",11
59354,"HHU2",11
59355,"HHU2",11
59356,"HHU2",11
645602,"HHU2",12
645603,"HHU2",12
645604,"HHU2",12
645605,"HHU2",12
645606,"HHU2",12
645607,"HHU2",12
645608,"HHU2",12
645609,"HHU2",12
645610,"HHU2",12
645611,"HHU2",12
645612,"HHU2",12
645613,"HHU2",12
645614,"HHU2",12
645615,"HHU2",12
645618,"HHU2",12
645647,"HHU2",12
241458,"BMF",102
241459,"BMF",102
241460,"BMF",102
241504,"BMF",102
241828,"BMF",102
241829,"BMF",102
241830,"BMF",102
